,course_url,category,type,title,duration,learners_amount,star_rating,star_num_ratings,description,tags
10,https://skills.yourlearning.ibm.com/activity/SN-COURSE-V1:COGNITIVECLASS+PY0101EN+V3,data_science,eLearning,Python for Data Science,20 hrs,4641 learners have completed this activity in the past 12 months. ,Average rating of 4.5 stars by 466 learners in the past 12 months.,466,"About this learning activityThis introduction to Python will kickstart your learning of Python for data science, as well as programming in general. This beginner-friendly Python course will take you from zero to programming in Python in a matter of hours. Upon its completion, you'll be able to write your own Python scripts. If you want to learn Python from scratch, this free course is for you.Note on grading - please read:Review questions are worth 50% of the mark, and the final exam is worth 50%. The course passing grade is 70%.Review Questions:Have no time limit. This should encourage participants to go back to material previously explained to find the correct answer.Multiple choice questions have two chances while True/False questions only have one chance.Review questions are marked per question. As soon as you answer a particular question, when the “Final check” button appears, it means you will have no more chances after clicking that button, and your answer will be immediately marked and cannot be changed (ever). You will be able to see your grade progress at any time using the “Progress” tab.Final Exam:Has a 1-hour time limitLike Review Questions, as you click on “Final check” per question, you will be marked.","['Badge Learning', 'Applied Data Science with Python', 'Learning Domain', 'Other - Software engineering and programming', 'Technical skills - Data', 'Learning Domain Primary', 'Data', 'Lightcast Skills Taxonomy', 'Python (Programming Language) Skill', 'Data Science Skill']"
11,https://skills.yourlearning.ibm.com/activity/URL-968D607D4A12,data_science,eLearning,Getting started with enterprise data science,5 hrs,426 learners have completed this activity in the past 12 months. ,Average rating of 4.5 stars by 8 learners in the past 12 months.,8,"About this learning activityWhether it is fighting fraud, detecting cancer, or predicting a hurricane, you need data and AI. Join a new wave of data-savvy professionals with access to millions of jobs available in the market.","['Learning Domain', 'Technical skills - Data', 'Technical skills - Artificial Intelligence', 'Learning Domain Primary', 'Data']"
12,https://skills.yourlearning.ibm.com/activity/URL-5279FAD51A73,data_science,Document,Learn about a career in data science,5 mins,26407 learners have completed this activity in the past 12 months. ,Average rating of 4.5 stars by 73 learners in the past 12 months.,73,"About this learning activityData science is a rapidly-growing field with plenty of opportunities for curious minds. What industries focus most on data science, what technical skills might be in demand, and what interesting jobs are in this field? The answer to these questions, plus a few more facts, are included in the following infographic.


Also available in Spanish, French, and Brazilian Portuguese.


After you complete this activity, return to this page to select Mark complete for completion credit.


 ","['Learning Domain', 'Workplace skills - Ways of working', 'Technical skills - Data', 'Learning Domain Primary', 'Data', 'Lightcast Skills Taxonomy', 'Data Science Skill']"
13,https://skills.yourlearning.ibm.com/activity/URL-X3PAOMCRTJQ,data_science,Video,Data Science in 5 Minutes | Data Science For Beginners | What Is Data Science? | Simplilearn,4 mins 38 s,1812 learners have completed this activity in the past 12 months. ,Average rating of 4 stars by 120 learners in the past 12 months.,120,"About this learning activityData Science is basically dealing with unstructured and structured data. Data Science is a field that comprises of everything that is related to data cleansing, preparation, and analysis. In simple terms, it is the umbrella of techniques used when trying to extract insights and information from data. 


In this video, you will learn about: 

The life of a Data Scientist
Steps in Data Science project 
  
Understanding the business problem
Data acquisition
Data preparation
Exploratory data analysis
Data modeling
Visualization and communication
Deploy and maintenance

Roles offered to a Data Scientist
Salary of a Data Scientist
After you complete this activity, select Mark complete for completion credit. 

Note: On the video toolbar, go to Settings,  select Subtitles,  select English, and then select Auto-Translate to enable subtitles in a language of your choice from the drop-down.","['Learning Domain', 'Technical skills - Data', 'Learning Domain Primary', 'Data', 'Lightcast Skills Taxonomy', 'Communications Skill', 'Data Modeling Skill', 'Data Science Skill']"
14,https://skills.yourlearning.ibm.com/activity/URL-66C52D485A64,data_science,eLearning,Getting Started Off-Platform for Data Science,4 hrs,70 learners have completed this activity in the past 12 months. ,Average rating of 3 stars by 2 learners in the past 12 months.,2,"About this learning activityThis course will introduce you to all of the tools you will need to get started off-platform as well as some helpful tricks for each technology. These are the most common technologies used by Data Professionals across sectors. This course will teach you how to do data science projects on your own computer locally. This course is presented by Codecademy. You will need to register for a free account. In this course, you will learn about:

Using the Command Line
Installing and using Jupyter Notebooks
Setting up and using PostgreSQL
Git workflow
Setting up and using integrated development environments
","['Learning Domain', 'Technical skills - Data', 'Learning Domain Primary', 'Data']"
15,https://skills.yourlearning.ibm.com/activity/URL-YR2WWQYIVKM,data_science,Video,Data Science vs Big Data vs Data Analytics | Simplilearn,1 min 40 s,1509 learners have completed this activity in the past 12 months. ,Average rating of 4.5 stars by 77 learners in the past 12 months.,77,"About this learning activityIn this video, we will differentiate between the Data Science, Big Data, and Data Analytics, based on what it is, where it is used, the skills you need to become a professional in the field, and the salary prospects in each field. 


This video is presented by Simplilearn. 


After you complete this activity, return to this page to select Mark complete for completion credit. 

Note: This activity is available only in English.","['Learning Domain', 'Technical skills - Data', 'Learning Domain Primary', 'Data', 'Lightcast Skills Taxonomy', 'Data Analysis Skill', 'Data Science Skill']"
16,https://skills.yourlearning.ibm.com/activity/URL-HPAPZLDT6DE,data_science,Video,What is Data Science? - Advice for New Data Scientists by IBM #3,3 mins,1321 learners have completed this activity in the past 12 months. ,Average rating of 4.5 stars by 19 learners in the past 12 months.,19,"About this learning activityThis 3-minute video is part of an online course, What is Data Science?, created by IBM. This video addresses skills and qualities needed by data scientists. 

Note: This activity is currently available only in English.","['Learning Domain', 'Technical skills - Data', 'Learning Domain Primary', 'Data', 'Lightcast Skills Taxonomy', 'Data Science Skill']"
17,https://skills.yourlearning.ibm.com/activity/URL-5HLBV1WKBMO,data_science,Video,How to Become a Data Analyst in 2020 | 365 Data Science,8 mins 31 s,1921 learners have completed this activity in the past 12 months. ,Average rating of 4 stars by 52 learners in the past 12 months.,52,"About this learning activityIn this video, we’ll talk about becoming a data analyst in 2020! More specifically, we’ll look at who the data analyst is, what they do, how they fare in terms of salaries, and what skills and academic background you need to become one. 


This video is presented by 365 Data Science. 


After you complete this activity, return to this page to select Mark complete for completion credit. 

Note: On the video toolbar, go to Settings,  select Subtitles,  select English, and then select Auto-Translate to enable subtitles in a language of your choice from the drop-down.","['Learning Domain', 'Technical skills - Data', 'Learning Domain Primary', 'Data', 'Lightcast Skills Taxonomy', 'Data Analysis Skill', 'Data Science Skill']"
18,https://skills.yourlearning.ibm.com/activity/URL-B5819234974E,data_science,Webpage,Data Science | IBM Cloud Learn Hub,15 mins,1099 learners have completed this activity in the past 12 months. ,Average rating of 4.5 stars by 9 learners in the past 12 months.,9,"About this learning activityData science combines the scientific method, math and statistics, specialized programming, advanced analytics, AI, and even storytelling to uncover and explain the business insights buried in data.
 The IBM Cloud Learn Hub website provides education about cloud topics, technologies, and strategies. Explore and read about topics such as:

What is data science?
The data science lifecycle
Data science tools
Data science and cloud computing
Data science use cases
Data science and IBM Cloud
After you complete this activity, return to this page to select Mark complete for completion credit. 

Note: This activity is available only in English.","['Learning Domain', 'Technical Skills - Cloud', 'Technical skills - Data', 'Learning Domain Primary', 'Data', 'Lightcast Skills Taxonomy', 'Mathematics Skill', 'Data Science Skill', 'Artificial Intelligence Skill']"
19,https://skills.yourlearning.ibm.com/activity/MDL-216,data_science,eLearning,Data Science in Our World,2 hrs,55420 learners have completed this activity in the past 12 months. ,Average rating of 4.5 stars by 929 learners in the past 12 months.,929,"About this learning activityIn this course, you will learn about the field of data science, including widely adopted methodologies, an example project as it moves through the steps of a data science methodology, the application of data science in our world, and the role of data scientists and their colleagues.


What you’ll learn
After completing this course, you should be able to:


Define data science
Recognize the importance of being curious to solve problems with data
Differentiate between the fields of data analytics and data science
Identify three widely adopted data science methodologies
Explore a data project scenario and identify key tasks as it moves through a methodology
Recognize industries and applications of data science that help solve problems and discover innovations
Compare the roles and characteristics of a data analyst, data scientist, and data engineer

","['Badge Learning', 'Data Fundamentals', 'Learning Domain', 'Technical skills - Data', 'Learning Domain Primary', 'Data', 'Lightcast Skills Taxonomy', 'Data Analysis Skill', 'Data Science Skill']"
20,https://skills.yourlearning.ibm.com/activity/ILB-MKRZNDRZRGNJ2MXV,data_science,eLearning,Data Science in the Real World,20 mins,35435 learners have completed this activity in the past 12 months. ,Average rating of 4.5 stars by 888 learners in the past 12 months.,888,"About this learning activityExplore what it's like to be a data scientist. From an overview of job opportunities to interviews with people currently working in data analysis, you'll get a feel for this exciting career.

Duration: Complete the activities in this course and earn 20 minutes of learning credit!","['Badge Learning', 'Explore Emerging Tech', 'Learning Domain', 'Other - Emerging technologies', 'Technical skills - Data', 'Learning Domain Primary', 'Data', 'Lightcast Skills Taxonomy', 'Data Science Skill', 'Data Analysis Skill']"
21,https://skills.yourlearning.ibm.com/activity/SN-COURSE-V1:COGNITIVECLASS+DA0101EN+V1,data_science,eLearning,Data Analysis with Python,3 hrs,4678 learners have completed this activity in the past 12 months. ,0.0,0,About this learning activityIn this course you will learn about: Data Acquisition How to Obtain Basic Insight From a Dataset Data,"['Badge Learning', 'Applied Data Science with Python', 'Learning Domain', 'Other - Software engineering and programming', 'Technical skills - Data', 'Learning Domain Primary', 'Data', 'Lightcast Skills Taxonomy', 'Python (Programming Language) Skill', 'Data Analysis Skill']"
22,https://skills.yourlearning.ibm.com/activity/ISG-DL55007G,data_science,eLearning,IBM Cloud Pak for Data 5.0: Technical Essentials,3 hrs,5 learners have completed this activity in the past 12 months. ,Average rating of 5 stars by 1 learner in the past 12 months.,1,"About this learning activityThis course provides an overview of the IBM Cloud Pak for Data platform, its deployment options, services, exemplary business scenarios, and the architecture. You learn how the Red Hat OpenShift Container Platform relates to IBM Cloud Pak for Data. You review the core Kubernetes glossary and basic concepts of containerization and microservices. The course also introduces basic concepts of data science project workflow and data cycle.This course provides an overview of the IBM Cloud Pak for Data platform, its deployment options, services, exemplary business scenarios, and the architecture.
This course requires you register for an IBMid to access.",[]
23,https://skills.yourlearning.ibm.com/activity/PLAN-9EED9F84661B,data_science,Learning Plan,Datová analýza a datová věda,About 9 hours,6 learners have completed this activity in the past 12 months. ,Average rating of 3.5 stars by 3 learners in the past 12 months.,3,"Data jsou všude kolem nás a jsou nezbytnou součástí našich životů. V této sekci najdeš kurzy, které se zabývají jak datovou analýzou, tak oblastí data science (neboli datovou vědou). Díky tomu zjistíš, proč je analýza dat důležitá, získáš povědomí o tom, jaké existují typy databází, seznámíš se s prací datového analytika nebo se rovnou naučíš pracovat s daty s pomocí Pythonu.","['Learning Domain Primary', 'Data']"
24,https://skills.yourlearning.ibm.com/activity/PLAN-6D3C3FA8F0DA,data_science,Learning Plan,Data Analyst,About 6 months,142 learners have completed this activity in the past 12 months. ,Average rating of 4.5 stars by 64 learners in the past 12 months.,64,"Learn more about data analytics concepts, methodologies and applications of data science, and the tools and programming languages used in the data ecosystem. You will acquire a conceptual understanding of how to clean, refine, and visualize data using IBM Watson Studio. ","['Learning Domain', 'Technical skills - Data', 'Learning Domain Primary', 'Data']"
25,https://skills.yourlearning.ibm.com/activity/URL-ETN5DGANB5U,data_science,Video,What does a data analyst actually do? | Silicon Republic,3 mins 9 s,351 learners have completed this activity in the past 12 months. ,Average rating of 4.5 stars by 6 learners in the past 12 months.,6,"About this learning activityDave Elkington, CEO of InsideSales.com, explains the role of data analysts, and why cleaning up data sets takes up the vast majority of their time. Then, algorithms and computer science play a minor role.
 This video is presented by Silicon Republic.
 After you complete this activity, return to this page to select Mark complete for completion credit.Note: On the video toolbar, go to Settings,  select Subtitles,  select English, and then select Auto-Translate to enable subtitles in a language of your choice from the drop-down.","['Learning Domain', 'Technical skills - Data', 'Learning Domain Primary', 'Data', 'Lightcast Skills Taxonomy', 'Algorithms Skill', 'Data Analysis Skill', 'Computer Science Skill']"
26,https://skills.yourlearning.ibm.com/activity/URL-DE5111A56F27,data_science,eLearning,Online data security | Khan Academy,1 hr 30 mins,3408 learners have completed this activity in the past 12 months. ,Average rating of 4 stars by 58 learners in the past 12 months.,58,"About this learning activityThis is the Online data security unit from an online, self-paced review course for Computer Science Principles. This unit introduces the concept of PII and the ways in which PII and other data can be tracked online (cookies, search history, browsing history, geolocation). Learn how attackers can gain access to data and devices with phishing, rogue access points, and malware, and see how you can protect yourself with encryption, secure protocols, strong passwords, and multifactor authentication.
 You will find short instructional content offerings, videos, and sample quiz questions to practice what you've learned and ""level up"" on your skills.Note: It is designed to prepare for a U.S. college examination, however the computer science content is valuable more broadly.
 The topics include:

Introduction to online data security
PII (Personally identifiable information)
User data tracking
Cyber attacks
Data encryption techniques
Secure Internet protocols
User authentication methods


 The content is offered in English.
 This learning activity is presented by Khan Academy.
 After you complete this activity, return to this page to select Mark complete for completion credit.","['Learning Domain', 'Technical skills - Data', 'Technical skills - Cybersecurity', 'Learning Domain Primary', 'Cybersecurity', 'Lightcast Skills Taxonomy', 'Computer Science Skill']"
27,https://skills.yourlearning.ibm.com/activity/URL-12D0B88BBD10,data_science,eLearning,Data analysis | Khan Academy,1 hr,1697 learners have completed this activity in the past 12 months. ,Average rating of 4.5 stars by 154 learners in the past 12 months.,154,"About this learning activityThis is the Data analysis unit from an online, self-paced review course for Computer Science Principles. The unit introduces data analysis and the world of big data. Learn about storing data sets in files, spreadsheets, and databases, computing statistics like average and maximum, finding patterns like trends and correlations. Learn how big data can be used to improve algorithms like translation, image recognition, and recommendations.
 You will find short instructional content offerings, videos, and sample quiz questions to practice what you've learned and ""level up"" on your skills.Note: It is designed to prepare for a U.S. college examination, however the computer science content is valuable more broadly.
 The topics include:

Data tools
Big data
Bias in machine learning


 The content is offered in English.
 This learning activity is presented by Khan Academy.
 After you complete this activity, return to this page to select Mark complete for completion credit.","['Learning Domain', 'Technical skills - Data', 'Learning Domain Primary', 'Data', 'Lightcast Skills Taxonomy', 'Spreadsheets Skill', 'Machine Learning Skill', 'Computer Science Skill', 'Data Analysis Skill', 'Algorithms Skill']"
28,https://skills.yourlearning.ibm.com/activity/SN-COURSE-V1:COGNITIVECLASS+DV0101EN+V2,data_science,eLearning,Data Visualization with Python,3 hrs,2967 learners have completed this activity in the past 12 months. ,0.0,0,"About this learning activityData visualization is the graphical representation of data in order to interactively and efficiently convey insights to clients, customers, and stakeholders in general. It is a way to summarize your findings and display it in a form that facilitates interpretation and can help in identifying patterns or trends. In this course you will learn how to create interesting graphics and charts and customize them to make them more effective and more pleasing to your audience.Note on grading - please read:Review questions are worth 50% of the mark, and the final exam is worth 50%. The course passing grade is 70%.Review Questions:Have no time limit. This should encourage participants to go back to material previously explained to find the correct answer.Multiple choice questions have two chances while True/False questions only have one chance.Review questions are marked per question. As soon as you answer a particular question, when the “Final check” button appears, it means you will have no more chances after clicking that button, and your answer will be immediately marked and cannot be changed (ever). You will be able to see your grade progress at any time using the “Progress” tab.Final Exam:Has a 1-hour time limitLike Review Questions, as you click on “Final check” per question, you will be marked.","['Badge Learning', 'Applied Data Science with Python', 'Learning Domain', 'Other - Software engineering and programming', 'Technical skills - Data', 'Learning Domain Primary', 'Data', 'Lightcast Skills Taxonomy', 'Python (Programming Language) Skill']"
29,https://skills.yourlearning.ibm.com/activity/URL-ADSZJZB-AX8,data_science,Video,The Art of Data Visualization | Off Book | PBS Digital Studios,7 mins 48 s,4927 learners have completed this activity in the past 12 months. ,Average rating of 4.5 stars by 68 learners in the past 12 months.,68,"About this learning activityHumans have a powerful capacity to process visual information, skills that date far back in our evolutionary lineage. And since the advent of science, we have employed intricate visual strategies to communicate data, often utilizing design principles that draw on these basic cognitive skills. In a modern world where we have far more data than we can process, the practice of data visualization has gained even more importance. From scientific visualization to pop infographics, designers are increasingly tasked with incorporating data into the media experience. Data has emerged as such a critical part of modern life that it has entered into the realm of art, where data-driven visual experiences challenge viewers to find personal meaning from a sea of information, a task that is increasingly present in every aspect of our information-infused lives.
 Data analysts use visualizations like charts, graphs, and maps to help people understand the data’s meaning. Done right, these data visualizations bring clarity and simplicity to complicated issues.
 This video is presented by PBS Digital Studios.
 After you complete this activity, return to this page to select Mark complete for completion credit.Note: On the video toolbar, go to Settings,  select Subtitles,  select English, and then select Auto-Translate to enable subtitles in a language of your choice from the drop-down.","['Learning Domain', 'Technical skills - Data', 'Learning Domain Primary', 'Data']"
30,https://skills.yourlearning.ibm.com/activity/URL-6A515FE867AE,data_science,eLearning,Le machine learning est-il l'avenir de l'homme ? | OpenClassrooms,30 mins,1154 learners have completed this activity in the past 12 months. ,Average rating of 4.5 stars by 15 learners in the past 12 months.,15,"About this learning activityIl y a quelques décennies, la notion d’Intelligence Artificielle appartenait à l’univers de la science-fiction. Aujourd’hui, nous entendons parler de Big Data, de Machine Learning, de Deep Learning, de robots pouvant exécuter des tâches autrefois dévolues aux humains. C’est sans aucun doute l’aspect le plus spectaculaire de la transformation digitale. Le nouvel épisode de ce cours présente des applications concrètes créées par ces technologies, au service d’usages marketing, culturels ou encore de gestion des agendas. 


Ce MOOC est proposé par OpenClassrooms. 

  

Après avoir suivi cette activité, revenez sur cette page et sélectionnez "" Marquer terminé"" afin de prendre en compte ce parcours. 


Note : cette activité est uniquement disponible en français.","['Learning Domain', 'Technical skills - Artificial Intelligence', 'Learning Domain Primary', 'Artificial intelligence']"
31,https://skills.yourlearning.ibm.com/activity/PLAN-7A12E1671674,data_science,Learning Plan,Python for Machine Learning: Unlocking the Power of Artificial Intelligence,About 23 hours,173 learners have completed this activity in the past 12 months. ,Average rating of 4.5 stars by 25 learners in the past 12 months.,25,"Are you fascinated by the potential of artificial intelligence (AI) and eager to explore its applications in the real world? ""Python for Machine Learning: Unlocking the Power of Artificial Intelligence"" is a dynamic course that takes you on a captivating journey through the history, concepts, and practical applications of AI. 


 Using Python as your tool of choice, you'll gain hands-on experience in harnessing the power of AI to make predictions, comprehend language and images, and replicate human brain-inspired circuits. By the end of this course, you'll have the necessary skills and insights to build and test your own machine learning models, as well as invaluable guidance on forging a career in the exciting field of artificial intelligence. 

Courses in this learning plan:

 1. Python for Data Science  

 2. Machine Learning with Python 

What you’ll learn:

What is Python and why it is useful
The application of Python 
How to define variables
Sets and conditional statements in Python
The purpose of having functions in Python
How to operate on files to read and write data in Python
How to use pandas, a must-have package for anyone attempting data analysis in Python


 The knowledge and skills in these courses build on each other, so SkillsBuild recommends that you complete the courses in the order in which they are presented. 

Language: English 

   

 Select Start tracking progress to enroll in this learning plan and get started! 

  ","['Learning Domain', 'Technical skills - Data', 'Technical skills - Artificial Intelligence', 'Learning Domain Primary', 'Artificial intelligence']"
