course_url,category,type,title,duration,learners_amount,star_rating,star_num_ratings,description,tags,course_id,title_raw,description_raw,languages,tags_raw
https://skills.yourlearning.ibm.com/activity/MDL-211,machine_learning,eLearning,introduction to artificial intelligence,75,232818,4.5,4256,"less than a century old, artificial intelligence (ai) has already undergone three waves of transformative development. today it gives humanity the most powerful tools for analyzing complex data, not only to find meaning but to learn without human intervention. in this course, you'll survey ai's history and explore ways that it can shed light on unstructured data.what you'll learn define artificial intelligencedescribe three levels of artificial intelligencedescribe the history of ai from the past to the possible futuredefine and describe machine learningdifferentiate between structured and unstructured datadescribe how machine learning structures datadescribe how machine learning structures unstructured datadescribe how machine learning uses probabilistic calculation to solve problemsdescribe three methods by which machine learning analyzes datadescribe an ideal relationship between humans and machine : äooå·¥æ™o慧簡介","['learning domain', 'badge learning', 'initiatives', 'artificial intelligence', 'machine learning skill', 'sdi explore', 'artificial intelligence fundamentals', 'learning domain primary', 'artificial intelligence skill', 'lightcast skills taxonomy', 'ai2026', 'technical skills - artificial intelligence', 'sdi']",MDL-211,Introduction to Artificial Intelligence,"<h2 class=""FullPageDescription_title__WsNdH""><span dir=""ltr"" lang=""en"" translate=""yes"">About this learning activity</span></h2><div dir=""ltr"" lang=""en"" translate=""yes"">Less than a century old, artificial intelligence (AI) has already undergone three waves of transformative development. Today it gives humanity the most powerful tools for analyzing complex data, not only to find meaning but to learn without human intervention. In this course, you’ll survey AI’s history and explore ways that it can shed light on unstructured data.<br/><br/><br/><strong>What you’ll learn</strong><br/>After completing this course, you should be able to:<br/> <ul><li>Define artificial intelligence</li><li>Describe three levels of artificial intelligence</li><li>Describe the history of AI from the past to the possible future</li><li>Define and describe machine learning</li><li>Differentiate between structured and unstructured data</li><li>Describe how machine learning structures data</li><li>Describe how machine learning structures unstructured data</li><li>Describe how machine learning uses probabilistic calculation to solve problems</li><li>Describe three methods by which machine learning analyzes data</li><li>Describe an ideal relationship between humans and machine learning</li></ul><br/><strong>Czech learners can complete the learning here:</strong> <a href=""https://ole03.yourlearning.ibm.com/mod/scorm/player.php?a=1009&amp;currentorg=articulate_rise&amp;scoid=3547&amp;sesskey=Xbq2rj0qOp&amp;display=popup&amp;mode=normal"" rel=""noopener noreferrer nofollow"" target=""_blank"">Úvod do umělé inteligence</a><br/><br/><strong>Traditional Chinese learners can complete the learning here: </strong><a href=""https://ole03.yourlearning.ibm.com/mod/scorm/player.php?a=986&amp;currentorg=articulate_rise&amp;scoid=3501&amp;sesskey=87xemTiuMx&amp;display=popup&amp;mode=normal"" rel=""noopener noreferrer nofollow"" target=""_blank"">人工智慧簡介</a></div>",['en'],"['Badge Learning', 'Artificial Intelligence Fundamentals', 'Initiatives', 'AI2026', 'SDI Explore', 'SDI', 'Learning Domain', 'Technical skills - Artificial Intelligence', 'Learning Domain Primary', 'Artificial intelligence', 'Lightcast Skills Taxonomy', 'Artificial Intelligence Skill', 'Machine Learning Skill']"
https://skills.yourlearning.ibm.com/activity/MDL-298,artificial_intelligence,eLearning,mastering the art of prompting,60,143054,4.5,1831,"this is an activity-based course. you'll learn about ai language models and the rules to follow when giving instructions, or prompting, an ai language model. you'll walk-through a guided activity that demonstrates how to write effective prompts for an ai language model to help plan a travel itinerary. finally, you'll participate in an activity to apply what you've learned to effectively write prompts for an ai language model to create your own custom music playlist.what you'll learn describe an ai language modelexplain how an ai language model understands and responds to humansidentify the rules to follow to write effective prompts to generate focused and accurate results from an ai language modellist the steps to sign up for a chatgpt accountfollow the steps to effectively write and refine a series of prompts for chatgpt for a travel itinerary scenariodemonstrate the steps to effectively write and refine a series of prompts for chatgpt to create a custom music : efektivní pokyny pro jazykové modely ai","['learning domain', 'initiatives', 'artificial intelligence', 'sdi explore', 'learning domain primary', 'ai2026', 'technical skills - artificial intelligence', 'sdi']",MDL-298,Mastering the Art of Prompting,"<h2 class=""FullPageDescription_title__WsNdH""><span dir=""ltr"" lang=""en"" translate=""yes"">About this learning activity</span></h2><div dir=""ltr"" lang=""en"" translate=""yes""><p>This is an activity-based course. You'll learn about AI language models and the rules to follow when giving instructions, or prompting, an AI language model. You'll walk-through a guided activity that demonstrates how to write effective prompts for an AI language model to help plan a travel itinerary. Finally, you'll participate in an activity to apply what you've learned to effectively write prompts for an AI language model to create your own custom music playlist.<br/><br/><strong>What you’ll learn</strong><br/>After completing this course, you should be able to:</p><ul><li>Describe an AI language model</li><li>Explain how an AI language model understands and responds to humans</li><li>Identify the rules to follow to write effective prompts to generate focused and accurate results from an AI language model</li><li>List the steps to sign up for a ChatGPT account</li><li>Follow the steps to effectively write and refine a series of prompts for ChatGPT for a travel itinerary scenario</li><li>Demonstrate the steps to effectively write and refine a series of prompts for ChatGPT to create a custom music playlist</li></ul><p><br/>Czech learners can complete the learning here: <a href=""https://ole03.yourlearning.ibm.com/mod/scorm/player.php?a=1175&amp;currentorg=articulate_rise&amp;scoid=3879&amp;sesskey=WimsJhFYGz&amp;display=popup&amp;mode=normal"" rel=""noopener noreferrer nofollow"" target=""_blank"">Umění promptingu: Efektivní pokyny pro jazykové modely AI</a></p><p><br/><strong>Languages</strong>: English, Brazilian Portuguese, Czech, French, Japanese, Spanish</p></div>","['cs', 'ja', 'es', 'en', 'fr', 'pt']","['Initiatives', 'AI2026', 'SDI Explore', 'SDI', 'Learning Domain', 'Technical skills - Artificial Intelligence', 'Learning Domain Primary', 'Artificial intelligence']"
https://skills.yourlearning.ibm.com/activity/MDL-214,natural_language_processing,eLearning,natural language processing and computer vision,90,138151,4.5,1411,"you might already know that some artificial intelligence systems can understand human language, identify visual images, and , you'll explore the theory of natural language and vision processing, and learn how these technologies drive real-world mechanisms such as chatbots and photo analysis.what you'll learn define natural language processingexplain how ai uses natural language processing to derive meaning from textexplain the classification problem and its solutionsdescribe how a chatbot understands, reasons, learns, and interacts with usersdistinguish between intents, entities, and dialogsidentify appropriate uses for chatbotsidentify real-world uses for natural language processing (nlp)describe how ai classifies images to derive meaning from themdescribe how a convolutional neural network(cnn) analyzes an imagedescribe how a generative adversarial network (gan) creates a credible imageidentify real-world uses for computer : è‡a然èažè ̈€è™•理ç ̈‹åoå'Œé›»è…¦è¦–è¦o","['learning domain', 'badge learning', 'initiatives', 'natural language processing skill', 'artificial intelligence', 'sdi explore', 'artificial intelligence fundamentals', 'learning domain primary', 'artificial intelligence skill', 'lightcast skills taxonomy', 'ai2026', 'technical skills - artificial intelligence', 'sdi']",MDL-214,Natural Language Processing and Computer Vision,"<h2 class=""FullPageDescription_title__WsNdH""><span dir=""ltr"" lang=""en"" translate=""yes"">About this learning activity</span></h2><div dir=""ltr"" lang=""en"" translate=""yes"">You might already know that some artificial intelligence systems can understand human language, identify visual images, and even create original art. But do you know how these systems do it? In this course, you’ll explore the theory of natural language and vision processing, and learn how these technologies drive real-world mechanisms such as chatbots and photo analysis.<br/><br/><br/><strong>What you’ll learn</strong><br/>After completing this course, you should be able to:<br/> <ul><li>Define natural language processing</li><li>Explain how AI uses natural language processing to derive meaning from text</li><li>Explain the classification problem and its solutions</li><li>Describe how a chatbot understands, reasons, learns, and interacts with users</li><li>Distinguish between intents, entities, and dialogs</li><li>Identify appropriate uses for chatbots</li><li>Identify real-world uses for natural language processing (NLP)</li><li>Describe how AI classifies images to derive meaning from them</li><li>Describe how a convolutional neural network(CNN) analyzes an image</li><li>Describe how a generative adversarial network (GAN) creates a credible image</li><li>Identify real-world uses for computer vision</li></ul><br/><strong>Czech learners can complete the learning here:</strong> <a href=""https://ole03.yourlearning.ibm.com/mod/scorm/player.php?a=1011&amp;currentorg=articulate_rise&amp;scoid=3551&amp;sesskey=Xbq2rj0qOp&amp;display=popup&amp;mode=normal"" rel=""noopener noreferrer nofollow"" target=""_blank"">Zpracování přirozeného jazyka a počítačové vidění</a><br/><br/><strong>Traditional Chinese learners can complete the learning here: </strong><a href=""https://ole03.yourlearning.ibm.com/mod/scorm/player.php?a=988&amp;currentorg=articulate_rise&amp;scoid=3505&amp;sesskey=87xemTiuMx&amp;display=popup&amp;mode=normal"" rel=""noopener noreferrer nofollow"" target=""_blank"">自然語言處理程序和電腦視覺</a></div>","['eve', 'en']","['Badge Learning', 'Artificial Intelligence Fundamentals', 'Initiatives', 'AI2026', 'SDI Explore', 'SDI', 'Learning Domain', 'Technical skills - Artificial Intelligence', 'Learning Domain Primary', 'Artificial intelligence', 'Lightcast Skills Taxonomy', 'Artificial Intelligence Skill', 'Natural Language Processing Skill']"
https://skills.yourlearning.ibm.com/activity/MDL-212,neural_networks,eLearning,machine learning and deep learning,140,130041,4.5,931,"in this course, you'll see how machines can learn and make amazing, evidence-based predictions. explore the logic behind computers' ability to learn, then investigate new ways that ai systems inspired by neurons in the human brain can solve difficult problems.what you'll learn distinguish between artificial intelligence, machine learning, and deep learningdescribe supervised, unsupervised, and reinforcement learningdescribe decision trees, linear regression, and logistic regressionlist and explain advantages of classical machine learningdescribe how neural networks are inspired by the human braintrace the flow of information through a perceptron's nodesdescribe machine learning's trial-and-error learning processdefine and describe deep learning and its ecosystemidentify real-world applications for the deep learning ecosystemidentify future trends for machine learning : æ©Ÿå™ ̈å­ ̧習和深åo¦å­ ̧習","['learning domain', 'badge learning', 'initiatives', 'artificial intelligence', 'machine learning skill', 'sdi explore', 'artificial intelligence fundamentals', 'learning domain primary', 'deep learning skill', 'artificial intelligence skill', 'lightcast skills taxonomy', 'ai2026', 'technical skills - artificial intelligence', 'sdi']",MDL-212,Machine Learning and Deep Learning,"<h2 class=""FullPageDescription_title__WsNdH""><span dir=""ltr"" lang=""en"" translate=""yes"">About this learning activity</span></h2><div dir=""ltr"" lang=""en"" translate=""yes""><p>In this course, you’ll see how machines can learn and make amazing, evidence-based predictions. Explore the logic behind computers’ ability to learn, then investigate new ways that AI systems inspired by neurons in the human brain can solve difficult problems.<br/><br/><br/><strong>What you’ll learn</strong><br/>After completing this course, you should be able to:<br/> </p><ul><li>Distinguish between artificial intelligence, machine learning, and deep learning</li><li>Describe supervised, unsupervised, and reinforcement learning</li><li>Describe decision trees, linear regression, and logistic regression</li><li>List and explain advantages of classical machine learning</li><li>Describe how neural networks are inspired by the human brain</li><li>Trace the flow of information through a perceptron’s nodes</li><li>Describe machine learning’s trial-and-error learning process</li><li>Define and describe deep learning and its ecosystem</li><li>Identify real-world applications for the deep learning ecosystem</li><li>Identify future trends for machine learning<br/> </li></ul><p><strong>Czech learners can complete the learning here:</strong> <a href=""https://ole03.yourlearning.ibm.com/mod/scorm/player.php?a=1014&amp;currentorg=articulate_rise&amp;scoid=3557&amp;sesskey=Xbq2rj0qOp&amp;display=popup&amp;mode=normal"" rel=""noopener noreferrer nofollow"" target=""_blank"">Strojové učení a hluboké učení </a><br/><br/><strong>Traditional Chinese learners can complete the learning here: </strong><a href=""https://ole03.yourlearning.ibm.com/mod/scorm/player.php?a=990&amp;currentorg=articulate_rise&amp;scoid=3509&amp;sesskey=87xemTiuMx&amp;display=popup&amp;mode=normal"" rel=""noopener noreferrer nofollow"" target=""_blank"">機器學習和深度學習</a><br/> </p></div>",['en'],"['Badge Learning', 'Artificial Intelligence Fundamentals', 'Initiatives', 'AI2026', 'SDI Explore', 'SDI', 'Learning Domain', 'Technical skills - Artificial Intelligence', 'Learning Domain Primary', 'Artificial intelligence', 'Lightcast Skills Taxonomy', 'Deep Learning Skill', 'Artificial Intelligence Skill', 'Machine Learning Skill']"
https://skills.yourlearning.ibm.com/activity/MDL-213,career,eLearning,your future in ai: the job landscape,50,127279,4.5,853,"are you considering a career in artificial intelligence? in this course, learn about the ai job market's rapid growth and the skills needed for success in this exciting field. you'll hear how real professionals got their start, and find and learning opportunities that could help you work alongside them.what you'll learn identify industries in which ai professionals workrecognize the global demand for ai specialists in the job marketdescribe a possible future for aiidentify the primary responsibilities and skillsets for different job roles in aiidentify the skills that ai professionals needidentify the tools to know when starting out in the fieldidentify to learn more and stay up to date in the field of artificial : pracovní příleÅ3⁄4itostitraditional","['learning domain', 'workplace skills - workforce readiness', 'badge learning', 'initiatives', 'artificial intelligence', 'sdi explore', 'artificial intelligence fundamentals', 'learning domain primary', 'artificial intelligence skill', 'lightcast skills taxonomy', 'ai2026', 'technical skills - artificial intelligence', 'sdi']",MDL-213,Your Future in AI: The Job Landscape,"<h2 class=""FullPageDescription_title__WsNdH""><span dir=""ltr"" lang=""en"" translate=""yes"">About this learning activity</span></h2><div dir=""ltr"" lang=""en"" translate=""yes"">Are you considering a career in artificial intelligence? In this course, learn about the AI job market’s rapid growth and the skills needed for success in this exciting field. You’ll hear how real professionals got their start, and find resources and learning opportunities that could help you work alongside them.<br/><br/><strong>What you’ll learn</strong><br/>After completing this course, you should be able to:<ul><li>Identify industries in which AI professionals work</li><li>Recognize the global demand for AI specialists in the job market</li><li>Describe a possible future for AI</li><li>Identify the primary responsibilities and skillsets for different job roles in AI</li><li>Identify the skills that AI professionals need</li><li>Identify the tools to know when starting out in the field</li><li>Identify resources to learn more and stay up to date in the field of artificial intelligence</li></ul><br/><strong>Czech learners can complete the learning here:</strong> <a href=""https://ole03.yourlearning.ibm.com/mod/scorm/player.php?a=1020&amp;currentorg=articulate_rise&amp;scoid=3569&amp;sesskey=Xbq2rj0qOp&amp;display=popup&amp;mode=normal"" rel=""noopener noreferrer nofollow"" target=""_blank"">Vaše budoucnost v oblasti AI: pracovní příležitosti</a><br/><br/><strong>Traditional Chinese learners can complete the learning here: </strong><a href=""https://ole03.yourlearning.ibm.com/mod/scorm/player.php?a=996&amp;currentorg=articulate_rise&amp;scoid=3521&amp;sesskey=87xemTiuMx&amp;display=popup&amp;mode=normal"" rel=""noopener noreferrer nofollow"" target=""_blank"">您在人工智慧領域中的未來：就業前景</a></div>",['en'],"['Badge Learning', 'Artificial Intelligence Fundamentals', 'Initiatives', 'AI2026', 'SDI Explore', 'SDI', 'Learning Domain', 'Workplace skills - Workforce readiness', 'Technical skills - Artificial Intelligence', 'Learning Domain Primary', 'Artificial intelligence', 'Lightcast Skills Taxonomy', 'Artificial Intelligence Skill']"
https://skills.yourlearning.ibm.com/activity/MDL-219,machine_learning,eLearning,run ai models with ibm watson studio,105,121812,4.5,819,"in this course, you'll practice creating an ai machine learning model in a series of simulations, using ibm watson studio.what you'll learn describe machine learning algorithms and modelsexplain the purpose of ibm watson studiodescribe the key features and","['learning domain', 'badge learning', 'initiatives', 'artificial intelligence', 'machine learning skill', 'sdi explore', 'artificial intelligence fundamentals', 'learning domain primary', 'artificial intelligence skill', 'lightcast skills taxonomy', 'ai2026', 'technical skills - artificial intelligence', 'sdi']",MDL-219,Run AI Models with IBM Watson Studio,"<h2 class=""FullPageDescription_title__WsNdH""><span dir=""ltr"" lang=""en"" translate=""yes"">About this learning activity</span></h2><div dir=""ltr"" lang=""en"" translate=""yes"">In this course, you’ll practice creating an AI machine learning model in a series of simulations, using IBM Watson Studio.<br/><br/><strong>What you’ll learn</strong><br/><br/>After completing this course, you should be able to:<ul><li>Describe machine learning algorithms and models</li><li>Explain the purpose of IBM Watson Studio</li><li>Describe the key features and benefits of IBM Watson Studio</li><li>Set up a machine learning project in IBM Watson Studio</li><li>Create a Cloud Object Storage resource</li><li>Import a data set into IBM Watson Studio</li><li>Build an AI model using AutoAI in IBM Watson Studio</li><li>Run a prediction experiment for an AI model</li><li>Explain the confusion matrix</li><li>Save a model as a Jupyter Notebook</li><li>Download a notebook in Jupyter Notebook (.ipynb) format</li></ul><br/><strong>Czech learners can complete the learning here:</strong> <a href=""https://ole03.yourlearning.ibm.com/mod/scorm/player.php?a=1016&amp;currentorg=articulate_rise&amp;scoid=3561&amp;sesskey=Xbq2rj0qOp&amp;display=popup&amp;mode=normal"" rel=""noopener noreferrer nofollow"" target=""_blank"">Spouštění modelů AI s využitím služby IBM Watson Studio</a><br/><br/><strong>Traditional Chinese learners can complete the learning here: </strong><a href=""https://ole03.yourlearning.ibm.com/mod/scorm/player.php?a=992&amp;currentorg=articulate_rise&amp;scoid=3513&amp;sesskey=87xemTiuMx&amp;display=popup&amp;mode=normal"" rel=""noopener noreferrer nofollow"" target=""_blank"">使用 IBM Watson Studio 執行 AI 模型</a></div>","['lea', 'en']","['Badge Learning', 'Artificial Intelligence Fundamentals', 'Initiatives', 'AI2026', 'SDI Explore', 'SDI', 'Learning Domain', 'Technical skills - Artificial Intelligence', 'Learning Domain Primary', 'Artificial intelligence', 'Lightcast Skills Taxonomy', 'Artificial Intelligence Skill', 'Machine Learning Skill']"
https://skills.yourlearning.ibm.com/credential/CREDLY-29bdaec3-af04-458e-a70e-2e6fa78c5dd5,neural_networks,Skill Credential,artificial intelligence fundamentals,60,118502,,,"this credential earner demonstrates knowledge of artificial intelligence (ai) concepts, such as natural language processing, computer vision, machine learning, deep learning, chatbots, and neural networks; ethical ai; and the applications of ai. the individual has a conceptual understanding of how to run an ai model using ibm watson studio. the earner is aware of the job outlook in fields that use ai and is familiar with the skills required for success in various roles in the domain.","['learning domain', 'technical skills - artificial intelligence', 'fundamentals', 'all fundamentals']",CREDLY-29bdaec3-af04-458e-a70e-2e6fa78c5dd5,Artificial Intelligence Fundamentals,"<h2 class=""FullPageDescription_title__WsNdH""><span dir=""ltr"" lang=""en"" translate=""yes"">About this digital credential</span></h2><div dir=""ltr"" lang=""en"" translate=""yes""><p>This credential earner demonstrates knowledge of artificial intelligence (AI) concepts, such as natural language processing, computer vision, machine learning, deep learning, chatbots, and neural networks; ethical AI; and the applications of AI. The individual has a conceptual understanding of how to run an AI model using IBM Watson Studio. The earner is aware of the job outlook in fields that use AI and is familiar with the skills required for success in various roles in the domain.</p>
<p> </p>
<p><strong>Languages</strong>: English, Arabic, Brazilian Portuguese, Chinese (Traditional), Czech, French, German, Hindi, Japanese, Spanish</p>
<p> </p>
<p><strong>Complete the learning here</strong>: <a href=""https://skills.yourlearning.ibm.com/activity/PLAN-7913EE1DB030"" rel=""noopener noreferrer nofollow"" target=""_blank"">Artificial Intelligence Fundamentals</a></p></div>","['hi', 'cs', 'de', 'en', 'pt', 'ar', 'ja', 'zh', 'fr', 'es']","['Fundamentals', 'All Fundamentals', 'Learning Domain', 'Technical skills - Artificial Intelligence']"
https://skills.yourlearning.ibm.com/activity/MDL-220,data_privacy,eLearning,ai ethics,105,116295,4.0,9890,"you might have heard about problems that arise when ai systems misinterpret data or propose solutions that reflect human prejudice. in this course, you'll learn about the five pillars of ai ethics: fairness, robustness, explainability, transparency, and privacy. through real-world examples you'll learn about ai ethics, how they are implemented, and why ai ethics are so important in building trustworthy ai systems.what you'll learn identify the five pillars of ai ethicsdescribe fairness in aidescribe protected attributesidentify privileged groups and unprivileged groupsexplain ai biasidentify robustnessdescribe adversarial robustness within aiexplain how an adversary can influence an ai systemidentify adversarial attacksdescribe explainabilitycompare interpretability and explainabilitydefine transparencydescribe governanceidentify the business roles and the aspects of transparency they are involved inidentify personal informationidentify sensitive personal informationrecognize model anonymizationdescribe differential privacyexplain data : ai 倫理","['learning domain', 'badge learning', 'governance skill', 'initiatives', 'artificial intelligence', 'sdi explore', 'artificial intelligence fundamentals', 'learning domain primary', 'artificial intelligence skill', 'lightcast skills taxonomy', 'ai2026', 'technical skills - artificial intelligence', 'sdi']",MDL-220,AI Ethics,"<h2 class=""FullPageDescription_title__WsNdH""><span dir=""ltr"" lang=""en"" translate=""yes"">About this learning activity</span></h2><div dir=""ltr"" lang=""en"" translate=""yes"">You might have heard about problems that arise when AI systems misinterpret data or propose solutions that reflect human prejudice. In this course, you’ll learn about the five pillars of AI ethics: fairness, robustness, explainability, transparency, and privacy. Through real-world examples you’ll learn about AI ethics, how they are implemented, and why AI ethics are so important in building trustworthy AI systems.<br/><br/><br/><strong>What you’ll learn</strong><br/>After completing this course, you should be able to:<br/> <ul><li>Identify the five pillars of AI ethics</li><li>Describe fairness in AI</li><li>Describe protected attributes</li><li>Identify privileged groups and unprivileged groups</li><li>Explain AI bias</li><li>Identify robustness</li><li>Describe adversarial robustness within AI</li><li>Explain how an adversary can influence an AI system</li><li>Identify adversarial attacks</li><li>Describe explainability</li><li>Compare interpretability and explainability</li><li>Define transparency</li><li>Describe governance</li><li>Identify the business roles and the aspects of transparency they are involved in</li><li>Identify personal information</li><li>Identify sensitive personal information</li><li>Recognize model anonymization</li><li>Describe differential privacy</li><li>Explain data minimization</li></ul><br/><strong>Czech learners can complete the learning here:</strong> <a href=""https://ole03.yourlearning.ibm.com/mod/scorm/player.php?a=1018&amp;currentorg=articulate_rise&amp;scoid=3565&amp;sesskey=Xbq2rj0qOp&amp;display=popup&amp;mode=normal"" rel=""noopener noreferrer nofollow"" target=""_blank"">Etické normy umělé inteligence</a><br/><br/><strong>Traditional Chinese learners can complete the learning here: </strong><a href=""https://ole03.yourlearning.ibm.com/mod/scorm/player.php?a=994&amp;currentorg=articulate_rise&amp;scoid=3517&amp;sesskey=87xemTiuMx&amp;display=popup&amp;mode=normal"" rel=""noopener noreferrer nofollow"" target=""_blank"">AI 倫理</a></div>",['en'],"['Badge Learning', 'Artificial Intelligence Fundamentals', 'Initiatives', 'AI2026', 'SDI Explore', 'SDI', 'Learning Domain', 'Technical skills - Artificial Intelligence', 'Learning Domain Primary', 'Artificial intelligence', 'Lightcast Skills Taxonomy', 'Artificial Intelligence Skill', 'Governance Skill']"
https://skills.yourlearning.ibm.com/credential/CREDLY-dafd91d2-b4fa-46e2-a1fe-c9b0428d6ea7,agile,Knowledge Credential,working in a digital world: professional skills,60,72491,,,this badge earner understands key skills for professional success and core soft skills needed in the information technology workforce. this knowledge of skills and behaviors includes creating and delivering presentations; using agile approaches for working professionally to deliver quality work and experiences to customers; collaborating effectively with teams; communicating with impact; dealing with challenges in a controlled and focused manner; and solving problems and implementing solutions. : professional skills : fachliche eignung : ビ゠̧ネã'1・ç¤3⁄4ä1⁄4šäooåŸo礎,[],CREDLY-dafd91d2-b4fa-46e2-a1fe-c9b0428d6ea7,Working in a Digital World: Professional Skills,"<h2 class=""FullPageDescription_title__WsNdH""><span dir=""ltr"" lang=""en"" translate=""yes"">About this digital credential</span></h2><div dir=""ltr"" lang=""en"" translate=""yes""><p>This badge earner understands key skills for professional success and core soft skills needed in the information technology workforce. This knowledge of skills and behaviors includes creating and delivering presentations; using agile approaches for working professionally to deliver quality work and experiences to customers; collaborating effectively with teams; communicating with impact; dealing with challenges in a controlled and focused manner; and solving problems and implementing solutions.</p>
<p> </p>
<p><strong>Languages:</strong> English, German, French, Spanish, Japanese, Brazilian Portuguese, Korean, Turkish, Polish, Ukrainian, and Czech</p>
<p> </p>
<p><strong>Complete the learning here:</strong></p>
<ul>
<li>English, French, Spanish, Brazilian Portuguese, Korean, Turkish, Polish, Ukrainian, and Czech: <a href=""https://skills.yourlearning.ibm.com/activity/PLAN-C4FCC67D3E76"" rel=""noopener noreferrer nofollow"" target=""_blank"">Professional Skills</a></li>
<li>German: <a href=""https://skills.yourlearning.ibm.com/activity/PLAN-5AB1F51C6A86"" rel=""noopener noreferrer nofollow"" target=""_blank"">Fachliche Eignung</a></li>
<li>Japanese:<strong> </strong><a href=""https://skills.yourlearning.ibm.com/activity/PLAN-E6EF8864D1A5"" rel=""noopener noreferrer nofollow"" target=""_blank"">ビジネス・社会人基礎</a></li>
</ul></div>","['tr', 'uk', 'cs', 'de', 'ko', 'en', 'pt', 'pl', 'ja', 'fr', 'es']",[]
https://skills.yourlearning.ibm.com/activity/PLAN-7913EE1DB030,neural_networks,Learning Plan,artificial intelligence fundamentals,600,72401,4.5,2292,"does artificial intelligence (ai) spark your interest? here's your chance to visualize yourself in an ai career! you'll explore ai's history, then see how it can change the world. along the way, you'll deep dive into ways that ai makes predictions, understands language and images, and learns using circuits inspired by the human brain. after a hands-on simulation in which you build and test a machine learning model, you'll finish with tips on how to find your own career in artificial intelligence. complete the following required courses to earn an industry-recognized ibm skillsbuild digital credential called artificial intelligence fundamentals: introduction to artificial intelligence natural language processing and computer vision machine learning and deep learning run ai models with ibm watson studio ai ethics your future in ai: the job landscape what you'll learn after completing artificial intelligence fundamentals, you should be able to: describe the history of ai development define and describe structured, unstructured, and semi-structured data, machine learning, and ways that ai makes predictions from data explain how ai understands human language explain how ai analyzes and creates images describe three ways that ai analyzes data describe how ai makes predictions using neural networks explain generative ai and the impact in today's world create an ai machine learning model using ibm watson studio describe ways that ai systems can be designed to minimize bias recognize the ai job market, responsibilities and skill sets of an ai professional, hand and learning opportunities to explore the knowledge and skills in these courses build on each other, so skillsbuild recommends that you complete the courses in the order in which they are presented. english, , , chinese (traditional), , , , , , and get started!","['artificial intelligence', 'artificial intelligence fundamentals', 'deep learning skill', 'lightcast skills taxonomy', 'technical skills - artificial intelligence', 'learning domain', 'apache spark skill', 'learning domain primary', 'all fundamentals', '000 all digital credentials - academia', 'fundamentals', '000 all digital credentials', 'badge learning', 'badge learning - academia', 'initiatives', 'machine learning skill', 'sdi explore', 'artificial intelligence skill', 'natural language processing skill', 'sdi']",PLAN-7913EE1DB030,Artificial Intelligence Fundamentals (Earn a credential!),"<div dir=""ltr"" lang=""en"" translate=""yes""><p>Does artificial intelligence (AI) spark your interest? Here’s your chance to visualize yourself in an AI career! You’ll explore AI’s history, then see how it can change the world. Along the way, you’ll deep dive into ways that AI makes predictions, understands language and images, and learns using circuits inspired by the human brain. After a hands-on simulation in which you build and test a machine learning model, you’ll finish with tips on how to find your own career in artificial intelligence. <br/>
   <br/>
 Complete the following required courses to earn an industry-recognized IBM SkillsBuild digital credential called <strong>Artificial Intelligence Fundamentals: </strong></p>
<ol>
<li>Introduction to Artificial Intelligence</li>
<li>Natural Language Processing and Computer Vision</li>
<li>Machine Learning and Deep Learning</li>
<li>Run AI Models with IBM Watson Studio</li>
<li>AI Ethics</li>
<li>Your Future in AI: The Job Landscape</li>
</ol>
<p>  <br/><strong>What you’ll learn</strong> <br/>
 After completing <i>Artificial Intelligence Fundamentals</i>, you should be able to:</p>
<ul>
<li>Describe the history of AI development</li>
<li>Define and describe structured, unstructured, and semi-structured data, machine learning, and ways that AI makes predictions from data</li>
<li>Explain how AI understands human language</li>
<li>Explain how AI analyzes and creates images</li>
<li>Describe three ways that AI analyzes data</li>
<li>Describe how AI makes predictions using neural networks</li>
<li>Explain generative AI and the impact in today's world</li>
<li>Create an AI machine learning model using IBM Watson Studio</li>
<li>Describe ways that AI systems can be designed to minimize bias</li>
<li>Recognize the AI job market, responsibilities and skill sets of an AI professional, hand resources and learning opportunities to explore</li>
</ul>
<p>  <br/>
 The knowledge and skills in these courses build on each other, so SkillsBuild recommends that you complete the courses in the order in which they are presented. <br/><br/><strong>Language:</strong> English, Arabic, Brazilian Portuguese, Chinese (Traditional), Czech, French, German, Hindi, Japanese, Spanish<br/>
   <br/>
 Select <strong>Enroll</strong> to enroll in this learning plan and get started!</p></div>","['hi', 'cs', 'de', 'en', 'pt', 'ar', 'ja', 'zh', 'fr', 'es']","['Badge Learning', '000 All digital credentials', 'Artificial Intelligence Fundamentals', 'Badge Learning - Academia', '000 All digital credentials - Academia', 'Fundamentals', 'All Fundamentals', 'Initiatives', 'SDI Explore', 'SDI', 'Learning Domain', 'Technical skills - Artificial Intelligence', 'Learning Domain Primary', 'Artificial intelligence', 'Lightcast Skills Taxonomy', 'Apache Spark Skill', 'Artificial Intelligence Skill', 'Deep Learning Skill', 'Machine Learning Skill', 'Natural Language Processing Skill']"
